Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Base,HighIndex,Ecology_23,Mean_room_square_onLS,Mean_room_square_onS,UsefulSquare
5774,25,1,45.36663300572521,20.859481143793193,8.0,7.0,14.0,1994,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.5,2,20.8595,45.3666,2.1749
9146,89,3,64.76099760976854,42.18717901527865,7.0,8.0,15.0,1977,0.014423114,1,1,19,3806,4,540.0,0,3,1,1,0.53,2,14.0624,21.587,1.5351
2572,11,2,56.827857946548214,35.08678719838041,10.0,8.0,12.0,1980,0.225824954,0,1,41,6558,7,1548.0,3,2,1,1,0.67,1,17.5434,28.4139,1.6196
11989,62,3,104.44630608142543,14.510666738913493,3.0,12.0,15.0,2015,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.8,2,4.8369,34.8154,7.1979
9640,58,1,54.198661196424474,49.52728212633102,3.0,9.0,9.0,1977,0.43788524,1,1,23,5735,3,1084.0,0,5,1,1,1.0,2,49.5273,54.1987,1.0943
3510,23,1,41.160669243043756,35.160669243043756,3.0,1.0,3.0,1977,0.014072961,1,1,2,475,0,540.0,0,0,1,1,0.33,2,35.1607,41.1607,1.1706
194,23,1,40.089322013825885,22.089322013825885,15.0,17.0,19.0,2019,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,0.89,2,22.0893,40.0893,1.8149
9927,99,1,36.37621741727596,25.433332325491534,7.0,7.0,12.0,1974,0.033493708,1,1,66,10573,1,1322.0,3,8,1,1,0.58,2,25.4333,36.3762,1.4303
83,22,2,60.80775300986804,34.45757297419214,7.0,5.0,5.0,1958,0.118537385,1,1,30,6207,1,1183.0,1,0,1,1,1.0,2,17.2288,30.4039,1.7647
4300,70,3,65.84121068234185,40.87159680434682,8.0,5.0,14.0,1996,0.002211665,1,1,39,7614,3,620.0,1,5,0,1,0.36,2,13.6239,21.9471,1.6109
14846,25,2,69.57372029152864,43.50156925076256,10.0,18.0,24.0,2018,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.75,2,21.7508,34.7869,1.5993
11767,130,2,49.311797802813274,30.364022780470822,7.0,11.0,13.0,1971,0.341071945,1,1,27,5664,48,2300.0,3,11,1,1,0.85,2,15.182,24.6559,1.624
6993,23,2,62.16212366811661,60.95697634959871,3.0,7.0,25.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.28,2,30.4785,31.0811,1.0198
12656,63,2,48.41988890729608,43.40676761523221,3.0,5.0,5.0,1966,0.23861713,1,1,26,3889,6,705.0,3,6,1,1,1.0,2,21.7034,24.2099,1.1155
8358,49,1,42.40636359732615,19.982659483538068,8.0,15.0,17.0,2009,0.020741326,1,1,24,5613,5,1340.0,2,5,1,1,0.88,2,19.9827,42.4064,2.1222
13520,47,1,36.95082073991335,21.276792485719312,5.0,9.0,10.0,1978,0.101872465,1,1,23,4583,3,1145.0,3,3,1,1,0.9,2,21.2768,36.9508,1.7367
7816,94,3,61.61311357587522,38.034938558791374,8.0,4.0,14.0,1993,0.521867054,1,1,25,6149,0,540.0,0,0,1,1,0.29,2,12.6783,20.5377,1.6199
7060,27,1,58.226571639560746,38.65104258102571,3.0,7.0,17.0,1977,0.011654127,1,1,4,915,0,540.0,0,0,1,1,0.41,2,38.651,58.2266,1.5065
12339,23,1,47.48558464875349,41.48558464875349,3.0,3.0,5.0,1977,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,0.6,2,41.4856,47.4856,1.1446
6007,46,1,35.85673981614194,23.45885324829597,5.0,2.0,9.0,1966,0.188783766,1,1,31,6137,4,540.0,0,1,1,1,0.22,2,23.4589,35.8567,1.5285
1310,34,1,42.604861650437385,23.11310695954349,8.0,12.0,17.0,1994,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.71,2,23.1131,42.6049,1.8433
5234,30,1,29.947690611033767,23.947690611033767,3.0,11.0,22.0,2018,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,1,0.5,2,23.9477,29.9477,1.2505
13720,87,3,64.59055945169311,41.90645670881319,8.0,5.0,9.0,1977,0.100455735,1,1,43,7227,0,620.0,1,6,0,1,0.56,2,13.9688,21.5302,1.5413
13111,55,1,40.57075174829153,19.719604937771262,8.0,2.0,17.0,1992,0.041365446,1,1,31,5569,0,620.0,1,4,1,1,0.12,2,19.7196,40.5708,2.0574
12253,31,2,60.14094518166426,32.07373346672243,8.0,7.0,16.0,2008,0.151346216,1,0,32,5889,10,830.0,4,1,1,1,0.44,1,16.0369,30.0705,1.8751
13123,88,2,51.057801467428504,32.97293291771481,5.0,9.0,9.0,1976,0.127375905,1,1,43,8429,3,1145.0,3,9,1,1,1.0,2,16.4865,25.5289,1.5485
8094,6,3,79.86747667320513,75.08512538271577,3.0,3.0,17.0,2014,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.18,2,25.0284,26.6225,1.0637
14816,18,3,67.94715140226394,42.5287828718086,8.0,7.0,14.0,1987,0.0,1,1,30,5562,0,540.0,0,5,0,1,0.5,2,14.1763,22.6491,1.5977
14647,8,2,47.60345526431847,31.005274228646932,6.0,3.0,9.0,1970,0.458174486,1,0,26,4439,1,1130.0,1,5,1,1,0.33,1,15.5026,23.8017,1.5353
9117,29,2,42.827792773198375,31.815480218207888,5.0,4.0,5.0,1963,0.069660344,1,1,31,6119,4,620.0,1,2,1,1,0.8,2,15.9077,21.4139,1.3461
11215,9,2,66.13119249512549,60.13119249512549,3.0,1.0,4.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,1,0.25,2,30.0656,33.0656,1.0998
14910,1,1,39.659272164049895,33.659272164049895,3.0,16.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.94,2,33.6593,39.6593,1.1783
12850,6,2,65.3403746908068,59.3403746908068,3.0,14.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.82,2,29.6702,32.6702,1.1011
1587,18,1,40.939589837952,21.01790309819356,10.0,9.0,22.0,1987,0.0,1,1,30,5562,0,540.0,0,5,0,1,0.41,2,21.0179,40.9396,1.9478
13043,84,1,39.62377956415092,20.557162973375746,9.0,12.0,12.0,1970,0.006076152,1,1,30,5285,0,645.0,6,6,1,1,1.0,2,20.5572,39.6238,1.9275
121,7,3,77.19754535969173,46.196061939351814,9.0,3.0,16.0,2015,0.130617806,1,1,39,10418,9,900.0,1,9,1,1,0.19,2,15.3987,25.7325,1.6711
9081,27,1,35.00543997977733,34.39647168425789,3.0,14.0,17.0,2016,0.011654127,1,1,4,915,0,540.0,0,0,1,1,0.82,2,34.3965,35.0054,1.0177
3290,6,2,64.41658607199116,58.41658607199116,3.0,1.0,12.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.08,2,29.2083,32.2083,1.1027
14808,6,2,65.9866044696185,65.36229102151586,3.0,16.0,18.0,2014,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.89,2,32.6811,32.9933,1.0096
16633,91,1,34.80768991998008,23.778698740641342,5.0,5.0,6.0,1964,0.000995363,1,1,42,7651,1,620.0,1,5,1,1,0.83,2,23.7787,34.8077,1.4638
1724,74,1,36.52326400090431,30.523264000904312,3.0,3.0,17.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.18,2,30.5233,36.5233,1.1966
10902,27,1,41.63755468326193,25.919574666212764,3.0,6.0,14.0,2009,0.211401214,1,1,9,1892,0,540.0,0,1,1,1,0.43,2,25.9196,41.6376,1.6064
6845,169,3,87.37112253569475,64.90520578982657,12.0,4.0,24.0,2020,0.17891679600000002,1,1,18,3594,4,192.0,1,5,1,1,0.17,2,21.6351,29.1237,1.3461
9201,61,2,54.219653842129624,34.46204326010058,8.0,6.0,17.0,1996,0.300322518,1,1,52,10311,6,620.0,1,9,1,1,0.35,2,17.231,27.1098,1.5733
7575,84,2,48.20787807544281,32.2068167045635,5.0,5.0,5.0,1964,0.006076152,1,1,30,5285,0,645.0,6,6,1,1,1.0,2,16.1034,24.1039,1.4968
5189,47,1,42.22188941251804,19.839307449108734,8.0,8.0,19.0,2009,0.101872465,1,1,23,4583,3,1145.0,3,3,1,1,0.42,2,19.8393,42.2219,2.1282
7314,30,2,64.22799243182216,30.139520031448818,3.0,6.0,12.0,2016,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,1,0.5,2,15.0698,32.114,2.131
8091,2,1,40.653211880526115,19.57421784029874,7.0,9.0,17.0,2008,0.309479124,1,1,35,7715,4,990.0,0,6,1,1,0.53,2,19.5742,40.6532,2.0769
14608,79,2,44.42919119141922,27.27538078625289,5.0,8.0,9.0,1975,0.307466659,1,0,30,5048,9,325.0,2,5,1,1,0.89,1,13.6377,22.2146,1.6289
15588,115,3,52.91503239498351,34.64569741734607,7.0,4.0,5.0,1960,0.341071945,1,1,27,5664,48,2300.0,3,11,1,1,0.8,2,11.5486,17.6383,1.5273
3819,6,2,61.14390846282051,60.77162644559996,3.0,6.0,17.0,2017,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.35,2,30.3858,30.572,1.0061
9735,1,3,85.73091685442647,79.73091685442647,3.0,20.0,22.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.91,2,26.577,28.577,1.0753
6755,3,2,46.565247263912326,29.631152011995713,5.0,6.0,11.0,1971,0.050900058,1,1,43,10621,1,30.0,2,3,1,1,0.55,2,14.8156,23.2826,1.5715
4078,26,2,40.387106382156404,26.89137415709494,5.0,10.0,12.0,1967,0.0,1,1,36,6714,2,2672.0,0,2,1,1,0.83,2,13.4457,20.1936,1.5019
3256,74,2,72.53034590803834,66.53034590803834,3.0,1.0,8.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.12,2,33.2652,36.2652,1.0902
7136,7,2,46.902644105940816,31.592819052575173,5.0,5.0,9.0,1968,0.130617806,1,1,39,10418,9,900.0,1,9,1,1,0.56,2,15.7964,23.4513,1.4846
207,27,1,41.33773335145703,21.67417124105269,10.0,15.0,17.0,2017,0.011654127,1,1,4,915,0,540.0,0,0,1,1,0.88,2,21.6742,41.3377,1.9072
15931,1,2,77.33027927597504,71.33027927597504,3.0,0.0,1.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.0,2,35.6651,38.6651,1.0841
8332,62,1,44.729573791909026,19.576604006070106,11.0,5.0,9.0,2016,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.56,2,19.5766,44.7296,2.2848
236,86,1,37.75397218026257,21.04212620052924,9.0,11.0,12.0,1974,0.161975568,1,0,31,7010,5,4508.0,3,7,1,1,0.92,1,21.0421,37.754,1.7942
9288,1,2,65.22324588568385,59.22324588568385,3.0,2.0,17.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.12,2,29.6116,32.6116,1.1013
3165,47,3,81.98792014211506,48.938554970478684,10.0,5.0,16.0,1980,0.101872465,1,1,23,4583,3,1145.0,3,3,1,1,0.31,2,16.3129,27.3293,1.6753
7528,30,1,42.327959964040254,40.853731828195464,3.0,4.0,4.0,2014,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,1,1.0,2,40.8537,42.328,1.0361
13606,139,3,54.047265915752725,34.867466963142164,6.0,2.0,9.0,1969,0.122090347,1,1,29,6566,7,1894.0,4,0,1,1,0.22,2,11.6225,18.0158,1.5501
9374,21,2,45.76936645616951,34.09830573032253,5.0,4.0,5.0,1963,0.034331497,1,1,25,5487,3,540.0,0,4,1,1,0.8,2,17.0492,22.8847,1.3423
5642,1,2,63.70476341302082,62.588179526959664,3.0,6.0,20.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.3,2,31.2941,31.8524,1.0178
4557,27,2,61.106330451748455,57.794541817013425,7.0,11.0,17.0,1977,0.211401214,1,1,9,1892,0,540.0,0,1,1,1,0.65,2,28.8973,30.5532,1.0573
14148,52,3,80.87626456404097,54.26771133012097,10.0,6.0,17.0,2009,0.371148999,1,1,34,7065,1,750.0,2,5,1,1,0.35,2,18.0892,26.9588,1.4903
9681,143,2,42.404958124936044,32.709577648755555,5.0,3.0,9.0,1969,0.049863387,1,1,18,3746,9,75.0,3,1,1,1,0.33,2,16.3548,21.2025,1.2964
6278,73,2,43.70690176403322,25.58867386123815,6.0,9.0,12.0,1964,0.042031587,1,1,37,6856,84,1940.0,2,5,1,1,0.75,2,12.7943,21.8535,1.7081
5899,30,2,58.46078811148518,52.46078811148518,3.0,17.0,18.0,2017,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,1,0.94,2,26.2304,29.2304,1.1144
3076,27,1,41.02403084281981,18.786663584890867,7.0,13.0,16.0,2014,0.211401214,1,1,9,1892,0,540.0,0,1,1,1,0.81,2,18.7867,41.024,2.1837
11085,11,2,49.42942699195747,28.817945633341154,5.0,4.0,12.0,1970,0.038692987000000005,1,1,28,6533,1,1015.0,2,5,1,1,0.33,2,14.409,24.7147,1.7152
8657,201,2,41.568425137758325,28.916641187213287,5.0,8.0,9.0,1969,0.081943463,1,1,20,2738,20,620.0,1,4,1,1,0.89,2,14.4583,20.7842,1.4375
16121,78,2,58.975994059936035,29.52878394415852,8.0,17.0,25.0,2012,0.092290642,1,1,21,4346,2,165.0,1,2,1,1,0.68,2,14.7644,29.488,1.9972
1498,45,3,83.51510281324485,77.51510281324485,3.0,0.0,11.0,1977,0.195781053,1,1,23,5212,6,1145.0,3,2,1,1,0.0,2,25.8384,27.8384,1.0774
12956,46,1,34.81773152982287,23.848500779807814,5.0,2.0,9.0,1969,0.188783766,1,1,31,6137,4,540.0,0,1,1,1,0.22,2,23.8485,34.8177,1.46
5576,121,1,37.21046684363806,20.178143061521894,7.0,5.0,5.0,1959,0.049863387,1,1,18,3746,9,75.0,3,1,1,1,1.0,2,20.1781,37.2105,1.8441
16245,28,3,72.1569249799474,46.92894525163812,7.0,13.0,16.0,1991,0.118537385,1,1,30,6207,1,1183.0,1,0,1,1,0.81,2,15.643,24.0523,1.5376
7212,165,3,60.83357741206886,43.90689983639742,5.0,2.0,5.0,1961,0.020741326,1,1,24,5613,5,1340.0,2,5,1,1,0.4,2,14.6356,20.2779,1.3855
16359,6,2,54.113837464777724,42.113837464777724,9.0,3.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.18,2,21.0569,27.0569,1.2849
5594,23,3,105.47925641023848,99.47925641023848,3.0,16.0,25.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.64,2,33.1598,35.1598,1.0603
2958,163,2,40.271235317808795,29.68192961222222,5.0,5.0,5.0,1964,0.007658515,1,1,35,7077,56,2301.0,3,19,1,1,1.0,2,14.841,20.1356,1.3568
9530,190,3,58.70933479490606,37.330242630979335,6.0,5.0,9.0,1964,0.0,1,1,30,7538,87,4702.0,5,5,1,1,0.56,2,12.4434,19.5698,1.5727
12673,27,1,47.54733001493102,21.086232389618054,3.0,1.0,10.0,2014,0.017647053,1,1,2,469,0,540.0,0,0,1,1,0.1,2,21.0862,47.5473,2.2549
7613,193,3,74.16073010305314,50.494993951246606,8.0,5.0,5.0,1960,0.319809354,1,1,25,4756,16,2857.0,5,8,1,1,1.0,2,16.8317,24.7202,1.4687
16345,21,3,61.83379059254563,47.09968690694413,5.0,5.0,5.0,1964,0.194489265,1,1,47,8004,3,125.0,3,5,1,1,1.0,2,15.6999,20.6113,1.3128
6649,27,1,33.29952690961365,20.742431449323014,6.0,3.0,5.0,1963,0.07542368,1,1,11,3097,0,540.0,0,0,1,1,0.6,2,20.7424,33.2995,1.6054
2817,58,2,51.99379978491047,30.902830130537676,6.0,8.0,9.0,1968,0.31019913,1,1,11,2748,1,540.0,0,0,1,1,0.89,2,15.4514,25.9969,1.6825
14261,174,3,65.81275713805945,48.98872572344492,6.0,5.0,7.0,1935,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,1,0.71,2,16.3296,21.9376,1.3434
5998,19,1,32.73619593288002,21.086196422986344,5.0,5.0,6.0,1965,0.309479124,1,1,35,7715,4,990.0,0,6,1,1,0.83,2,21.0862,32.7362,1.5525
9925,62,1,42.805164205279326,36.805164205279326,3.0,0.0,14.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.0,2,36.8052,42.8052,1.163
12022,101,3,91.65305336140956,50.809417632167474,16.0,4.0,5.0,1967,0.225824954,0,1,41,6558,7,1548.0,3,2,1,1,0.8,1,16.9365,30.551,1.8039
6881,23,3,74.72235535336034,74.46996459936197,3.0,12.0,17.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.71,2,24.8233,24.9075,1.0034
11719,124,2,58.50534766277417,31.428490768288032,7.0,9.0,10.0,1958,0.16909109,1,1,19,3856,10,750.0,2,5,1,1,0.9,2,15.7142,29.2527,1.8615
499,48,3,86.7302896327211,68.7302896327211,15.0,24.0,25.0,2014,0.041124634,1,1,46,9515,5,620.0,1,10,1,1,0.96,2,22.9101,28.9101,1.2619
2748,143,3,46.388202687586364,29.71600663935863,5.0,3.0,5.0,1962,0.049863387,1,1,18,3746,9,75.0,3,1,1,1,0.6,2,9.9053,15.4627,1.5611
13998,12,1,34.72744396438949,18.817811041561125,5.0,2.0,9.0,1983,0.090799103,1,1,74,19083,2,1575.0,5,15,1,1,0.22,2,18.8178,34.7274,1.8455
12439,61,1,36.21850767662523,20.69099444873348,6.0,4.0,9.0,1976,0.300322518,1,1,52,10311,6,620.0,1,9,1,1,0.44,2,20.691,36.2185,1.7504
11828,27,1,52.539365349738496,46.539365349738496,3.0,0.0,11.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.0,2,46.5394,52.5394,1.1289
3569,3,1,55.964925244153775,22.27949610047034,14.0,4.0,22.0,2015,0.050900058,1,1,43,10621,1,30.0,2,3,1,1,0.18,2,22.2795,55.9649,2.5119
15152,9,1,45.82277867962326,39.82277867962326,3.0,14.0,18.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,1,0.78,2,39.8228,45.8228,1.1507
2470,6,1,43.31202468241167,14.044931508597244,3.0,11.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.65,2,14.0449,43.312,3.0838
5761,9,1,39.381437263794176,21.176848270071662,8.0,3.0,17.0,1992,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.18,2,21.1768,39.3814,1.8596
9006,9,2,54.561843257702996,31.64677595531289,8.0,10.0,14.0,1990,0.161531741,1,1,25,5648,1,30.0,2,4,1,1,0.71,2,15.8234,27.2809,1.7241
12387,9,3,73.94854057491446,47.445446151955615,10.0,14.0,19.0,1994,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.74,2,15.8151,24.6495,1.5586
970,129,2,48.60721742620991,32.92446069365308,6.0,8.0,9.0,1969,0.020741326,1,1,24,5613,5,1340.0,2,5,1,1,0.89,2,16.4622,24.3036,1.4763
8106,6,1,38.23733764048282,32.23733764048282,3.0,10.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.59,2,32.2373,38.2373,1.1861
4472,23,2,61.148196836474526,60.62120813644118,3.0,4.0,25.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.16,2,30.3106,30.5741,1.0087
11638,27,2,63.90599475510599,60.18375831718718,3.0,1.0,12.0,1977,0.017647053,1,1,2,469,0,540.0,0,0,1,1,0.08,2,30.0919,31.953,1.0618
6974,156,2,56.781546222877,32.89410131879145,9.0,14.0,17.0,2006,0.007658515,1,1,35,7077,56,2301.0,3,19,1,1,0.82,2,16.4471,28.3908,1.7262
4292,11,2,47.297187766898574,32.180327839811746,6.0,6.0,9.0,1972,0.00016967599999999998,1,1,36,5992,0,620.0,1,1,1,1,0.67,2,16.0902,23.6486,1.4698
5487,94,3,51.35493429932828,36.538453299507616,5.0,1.0,9.0,1973,0.127375905,1,1,43,8429,3,1145.0,3,9,1,1,0.11,2,12.1795,17.1183,1.4055
15131,27,2,60.299356292946065,54.299356292946065,3.0,0.0,5.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.0,2,27.1497,30.1497,1.1105
14539,27,1,41.29087040477817,35.29087040477817,3.0,1.0,17.0,1977,0.211401214,1,1,9,1892,0,540.0,0,1,1,1,0.06,2,35.2909,41.2909,1.17
12060,74,1,53.036290511423985,24.20011552507672,13.0,13.0,17.0,2015,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.76,2,24.2001,53.0363,2.1916
9447,48,3,83.67255865411387,79.33733564369172,3.0,5.0,12.0,2016,0.041124634,1,1,46,9515,5,620.0,1,10,1,1,0.42,2,26.4458,27.8909,1.0546
2304,94,1,35.562393798612455,17.52672637150672,7.0,8.0,9.0,1972,0.282797669,1,1,33,8667,2,540.0,0,6,1,1,0.89,2,17.5267,35.5624,2.029
4208,129,3,82.00237407796449,57.361241821599094,8.0,7.0,8.0,1959,0.020741326,1,1,24,5613,5,1340.0,2,5,1,1,0.88,2,19.1204,27.3341,1.4296
7414,9,2,50.03080842520018,31.24339425872816,8.0,14.0,21.0,1996,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.67,2,15.6217,25.0154,1.6013
11723,62,1,46.77168334882369,40.77168334882369,3.0,7.0,17.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.41,2,40.7717,46.7717,1.1472
14138,27,2,54.71951549844467,48.71951549844467,3.0,7.0,19.0,1977,0.011654127,1,1,4,915,0,540.0,0,0,1,1,0.37,2,24.3598,27.3598,1.1232
1300,23,1,28.827565177810122,28.44431512593368,10.0,8.0,17.0,2016,0.034656082000000005,1,1,0,168,0,540.0,0,0,1,1,0.47,2,28.4443,28.8276,1.0135
13294,25,3,86.88267298393788,80.88267298393788,3.0,6.0,25.0,2016,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.24,2,26.9609,28.9609,1.0742
10225,77,1,39.351944918284545,21.248934505404232,6.0,12.0,12.0,1977,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,1,1.0,2,21.2489,39.3519,1.8519
8399,10,1,33.95469479297161,19.488213783237647,6.0,3.0,9.0,1972,0.089039719,1,1,33,7976,5,540.0,0,11,1,1,0.33,2,19.4882,33.9547,1.7423
10300,6,2,61.4348462186637,55.4348462186637,3.0,16.0,25.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.64,2,27.7174,30.7174,1.1082
13574,48,2,45.38146665910226,30.992105745348862,6.0,8.0,9.0,1979,0.041124634,1,1,46,9515,5,620.0,1,10,1,1,0.89,2,15.4961,22.6907,1.4643
11097,62,2,51.85320375155798,31.814427805679564,7.0,12.0,12.0,1973,0.002211665,1,1,39,7614,3,620.0,1,5,0,1,1.0,2,15.9072,25.9266,1.6299
5186,31,3,62.92176237684942,45.122734820154534,6.0,9.0,10.0,1977,0.151346216,1,0,32,5889,10,830.0,4,1,1,1,0.9,1,15.0409,20.9739,1.3945
16562,6,1,49.073548477647364,43.073548477647364,3.0,14.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.82,2,43.0735,49.0735,1.1393
7569,60,3,59.462450951383026,42.27622389067263,8.0,8.0,12.0,1974,0.21843974,1,1,21,4472,6,1450.0,4,7,0,1,0.67,2,14.0921,19.8208,1.4065
1087,47,1,44.650885916614726,23.416745286906465,8.0,12.0,12.0,1978,0.101872465,1,1,23,4583,3,1145.0,3,3,1,1,1.0,2,23.4167,44.6509,1.9068
10461,125,2,47.19406379003679,33.17113676273799,5.0,3.0,5.0,1965,0.040242764,1,1,25,3478,11,2729.0,3,1,1,1,0.6,2,16.5856,23.597,1.4227
1250,53,2,56.29082545629714,51.42822023945888,3.0,2.0,19.0,1977,0.049637257,1,1,34,7759,0,229.0,1,3,1,1,0.11,2,25.7141,28.1454,1.0946
9744,1,1,46.9466686263184,44.31221796441481,3.0,18.0,24.0,1977,0.007122317,1,1,1,264,0,540.0,0,1,1,1,0.75,2,44.3122,46.9467,1.0595
3915,29,3,85.43897814984159,56.91634572306128,7.0,5.0,6.0,1956,0.069660344,1,1,31,6119,4,620.0,1,2,1,1,0.83,2,18.9721,28.4797,1.5011
16323,6,3,79.57665010385006,73.57665010385006,3.0,13.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,1,0.76,2,24.5256,26.5256,1.0815
910,61,2,50.01610259628811,32.419795176951034,6.0,8.0,12.0,1979,0.300322518,1,1,52,10311,6,620.0,1,9,1,1,0.67,2,16.2099,25.0081,1.5428
2480,114,3,59.70955152141119,38.224772070582034,6.0,12.0,14.0,1967,0.327018035,1,1,12,2270,23,2500.0,1,0,1,1,0.86,2,12.7416,19.9032,1.5621
12154,39,1,35.77113271370717,20.070195955563914,9.0,9.0,12.0,1970,0.428825818,1,1,25,5011,8,730.0,0,2,1,1,0.75,2,20.0702,35.7711,1.7823
3429,27,1,47.020679516821616,41.020679516821616,3.0,0.0,8.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.0,2,41.0207,47.0207,1.1463
6871,23,2,61.39513444660467,55.39513444660467,3.0,17.0,25.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.68,2,27.6976,30.6976,1.1083
7709,13,1,37.9324232247431,17.918919206210592,9.0,15.0,17.0,1998,0.090799103,1,1,74,19083,2,1575.0,5,15,1,1,0.88,2,17.9189,37.9324,2.1169
9500,84,2,37.60785252159457,28.432322512613105,5.0,3.0,8.0,1961,0.006076152,1,1,30,5285,0,645.0,6,6,1,1,0.38,2,14.2162,18.8039,1.3227
2178,62,2,72.28198239728023,66.28198239728023,3.0,4.0,15.0,1977,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.27,2,33.141,36.141,1.0905
13816,96,1,45.462659721862565,24.808119847432774,8.0,9.0,12.0,2000,0.041116354,1,1,53,14892,4,620.0,1,4,1,1,0.75,2,24.8081,45.4627,1.8326
4784,10,2,44.53744011159685,32.10327356738191,5.0,8.0,9.0,1971,0.282797669,1,1,33,8667,2,540.0,0,6,1,1,0.89,2,16.0516,22.2687,1.3873
6036,95,1,46.24823787591102,40.24823787591102,3.0,0.0,5.0,1977,0.0006991189999999999,1,1,14,3369,24,4129.0,0,3,1,1,0.0,2,40.2482,46.2482,1.1491
3383,9,2,68.32894614956378,62.32894614956378,3.0,1.0,13.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,1,0.08,2,31.1645,34.1645,1.0963
13243,75,3,79.83309478740699,52.17691975349735,8.0,4.0,5.0,1959,0.122090347,1,1,29,6566,7,1894.0,4,0,1,1,0.8,2,17.3923,26.611,1.53
2236,62,1,40.26443047872331,34.26443047872331,3.0,1.0,5.0,2017,0.072157581,1,1,2,629,1,540.0,0,0,0,1,0.2,2,34.2644,40.2644,1.1751
8940,34,1,26.81158694081977,20.81158694081977,3.0,0.0,18.0,1977,0.069753361,1,1,53,13670,4,620.0,1,11,1,1,0.0,2,20.8116,26.8116,1.2883
16173,9,1,37.261263645594,21.643316596407715,9.0,2.0,22.0,1990,0.136244425,1,1,11,2370,0,540.0,0,1,1,1,0.09,2,21.6433,37.2613,1.7216
10349,23,2,60.64919187044346,54.64919187044346,3.0,5.0,17.0,1977,0.075778755,1,1,6,1437,3,540.0,0,2,1,1,0.29,2,27.3246,30.3246,1.1098
13925,54,3,60.22988454347867,42.815291243244666,5.0,2.0,5.0,1967,0.006076152,1,1,30,5285,0,645.0,6,6,1,1,0.4,2,14.2718,20.0766,1.4067
15409,128,2,65.71878455533172,59.71878455533172,3.0,3.0,4.0,1977,0.0,1,1,27,4798,0,30.0,2,8,1,1,0.75,2,29.8594,32.8594,1.1005
